myFunc generated func Eliott activation: x/(1+fabsf(x))
input -1.93688 -7.26622 PredOutput -1.93666 -7.26523 
input -0.385853 -0.0574466 PredOutput -0.384611 -0.0556131 
input 1.29696 2.18161 PredOutput 1.29478 2.17909 
input -0.114181 -0.00148862 PredOutput -0.112227 -0.00201912 
input -0.949009 -0.854696 PredOutput -0.948647 -0.853698 
input -0.194916 -0.00740526 PredOutput -0.197119 -0.0105789 
input -0.466627 -0.101604 PredOutput -0.464373 -0.0992842 
input 0.772901 0.461713 PredOutput 0.774402 0.464381 
input 2.1637 10.1296 PredOutput 2.16347 10.1293 
input 1.10633 1.35412 PredOutput 1.10787 1.35614 
input -0.0968182 -0.00090755 PredOutput -0.0944908 -0.000631005 
input -0.91884 -0.775747 PredOutput -0.918632 -0.775204 
input 0.315214 0.0313195 PredOutput 0.314354 0.0288205 
input -1.38458 -2.65432 PredOutput -1.38418 -2.65388 
input -1.52067 -3.51645 PredOutput -1.51993 -3.51419 
input -0.167684 -0.00471497 PredOutput -0.168997 -0.00744295 
input -0.120969 -0.0017702 PredOutput -0.119247 -0.00261243 
input -0.880989 -0.683773 PredOutput -0.88102 -0.68391 
input -1.22502 -1.83835 PredOutput -1.22577 -1.84003 
input -0.917509 -0.772379 PredOutput -0.917308 -0.771859 
input -0.366298 -0.0491478 PredOutput -0.365666 -0.0476566 
input -0.152287 -0.00353172 PredOutput -0.152382 -0.00571759 
input -1.47552 -3.21245 PredOutput -1.47488 -3.21332 
input -1.76455 -5.49415 PredOutput -1.76431 -5.49071 
input -0.739565 -0.40451 PredOutput -0.740317 -0.406391 
input 1.8777 6.62027 PredOutput 1.8772 6.62204 
input -2.04826 -8.59315 PredOutput -2.04846 -8.59212 
input -2.15885 -10.0616 PredOutput -2.1587 -10.0617 
input -2.18301 -10.4032 PredOutput -2.18333 -10.4054 
input 0.116381 0.00157634 PredOutput 0.116622 0.00107949 
input -0.218482 -0.0104292 PredOutput -0.221024 -0.0134104 
input 1.47552 3.21245 PredOutput 1.47581 3.21416 
input -1.78746 -5.71096 PredOutput -1.78723 -5.7108 
input -2.11047 -9.40023 PredOutput -2.11047 -9.3994 
input -1.80769 -5.90708 PredOutput -1.80755 -5.91062 
input 0.371869 0.0514243 PredOutput 0.373123 0.0513636 
input 2.03329 8.40621 PredOutput 2.03388 8.41077 
input 0.509957 0.132617 PredOutput 0.509484 0.135189 
input -1.22524 -1.83935 PredOutput -1.22599 -1.84102 
input 1.1914 1.69113 PredOutput 1.19123 1.69179 
input -2.13378 -9.71508 PredOutput -2.13372 -9.71507 
input -0.297599 -0.026357 PredOutput -0.299322 -0.0264856 
input -0.818907 -0.549166 PredOutput -0.819332 -0.550342 
input -1.18248 -1.65343 PredOutput -1.18312 -1.65537 
input -0.572912 -0.188046 PredOutput -0.573079 -0.188415 
input 1.68914 4.81947 PredOutput 1.68997 4.82078 
input -1.16401 -1.57712 PredOutput -1.16446 -1.57861 
input 1.74667 5.32887 PredOutput 1.74631 5.32602 
input -1.45981 -3.11091 PredOutput -1.45925 -3.11271 
input -1.00847 -1.02562 PredOutput -1.00789 -1.02397 
input -0.0168176 -4.75653e-06 PredOutput -0.0155307 0.00336213 
input -1.05115 -1.16144 PredOutput -1.05054 -1.1597 
input -2.06376 -8.78978 PredOutput -2.06388 -8.78816 
input 2.06984 8.86764 PredOutput 2.07058 8.86965 
input -1.41491 -2.8326 PredOutput -1.41454 -2.83473 
input 2.14244 9.83387 PredOutput 2.14269 9.83034 
input -0.780429 -0.475335 PredOutput -0.781046 -0.47696 
input -1.23176 -1.86888 PredOutput -1.2325 -1.87038 
input 0.829586 0.570932 PredOutput 0.829911 0.569591 
input 1.02061 1.06312 PredOutput 1.02276 1.06393 
input 1.65769 4.55524 PredOutput 1.65908 4.55876 
input 0.322347 0.0334943 PredOutput 0.321657 0.0312234 
input 0.690097 0.328648 PredOutput 0.688173 0.328388 
input -1.22652 -1.8451 PredOutput -1.22726 -1.84675 
input -0.937968 -0.82521 PredOutput -0.937659 -0.824369 
input 1.94805 7.39268 PredOutput 1.94768 7.38733 
input 1.20341 1.74279 PredOutput 1.20296 1.74308 
input 1.06141 1.19576 PredOutput 1.06344 1.19744 
input -0.168009 -0.00474236 PredOutput -0.169336 -0.00748049 
input -1.51007 -3.44346 PredOutput -1.50932 -3.44185 
input 0.426615 0.077644 PredOutput 0.428349 0.0796486 
input 1.30828 2.23926 PredOutput 1.30602 2.23661 
input -1.36267 -2.53029 PredOutput -1.36233 -2.52853 
input -1.80515 -5.88218 PredOutput -1.80501 -5.88542 
input 0.998361 0.995092 PredOutput 1.00043 0.995273 
input -0.125054 -0.00195567 PredOutput -0.123498 -0.00298333 
input -1.28625 -2.12803 PredOutput -1.2866 -2.12744 
input -1.44924 -3.04381 PredOutput -1.44873 -3.04605 
input -1.06734 -1.21592 PredOutput -1.06675 -1.21427 
input 0.599641 0.215612 PredOutput 0.596908 0.21629 
input 0.343228 0.040434 PredOutput 0.343221 0.0389666 
input 0.346605 0.0416395 PredOutput 0.346735 0.0403225 
input 1.75862 5.43898 PredOutput 1.75807 5.43584 
input 0.315516 0.0314098 PredOutput 0.314663 0.0289206 
input 0.287125 0.0236707 PredOutput 0.285877 0.0204799 
